"id";"link";"sectionId"
"artanddesign/2020/apr/16/banksy-reveals-pest-problem-in-new-lockdown-artwork";"https://www.theguardian.com/artanddesign/2020/apr/16/banksy-reveals-pest-problem-in-new-lockdown-artwork";"artanddesign"
"artanddesign/2020/apr/18/ohio-protest-repoen-viral-image-photojournalist-joshua-bickel";"https://www.theguardian.com/artanddesign/2020/apr/18/ohio-protest-repoen-viral-image-photojournalist-joshua-bickel";"artanddesign"
"artanddesign/2020/apr/19/letters-reveal-postnatal-crisis-of-barbara-hepworth";"https://www.theguardian.com/artanddesign/2020/apr/19/letters-reveal-postnatal-crisis-of-barbara-hepworth";"artanddesign"
"artanddesign/2020/apr/21/confessions-art-critic-adrian-searle";"https://www.theguardian.com/artanddesign/2020/apr/21/confessions-art-critic-adrian-searle";"artanddesign"
"artanddesign/2020/apr/21/wolfgang-tillmans-enlists-artists-to-help-venues-threatened-by-covid-19";"https://www.theguardian.com/artanddesign/2020/apr/21/wolfgang-tillmans-enlists-artists-to-help-venues-threatened-by-covid-19";"artanddesign"
"artanddesign/2020/apr/22/dont-catch-it-gilbert-george-make-free-coronavirus-artwork";"https://www.theguardian.com/artanddesign/2020/apr/22/dont-catch-it-gilbert-george-make-free-coronavirus-artwork";"artanddesign"
"artanddesign/2020/apr/22/tell-us-about-the-uk-coronavirus-street-art-near-you";"https://www.theguardian.com/artanddesign/2020/apr/22/tell-us-about-the-uk-coronavirus-street-art-near-you";"artanddesign"
"artanddesign/2020/apr/22/tell-us-about-the-uk-coronavirus-street-art-near-you";"https://www.theguardian.com/artanddesign/2020/apr/22/tell-us-about-the-uk-coronavirus-street-art-near-you";"artanddesign"
"artanddesign/2020/apr/22/tim-alone-monas-human-artwork-is-still-sitting-in-an-empty-gallery-for-six-hours-a-day";"https://www.theguardian.com/artanddesign/2020/apr/22/tim-alone-monas-human-artwork-is-still-sitting-in-an-empty-gallery-for-six-hours-a-day";"artanddesign"
"artanddesign/2020/apr/23/uk-national-gallery-offers-slow-looking-art-lessons-for-lockdown";"https://www.theguardian.com/artanddesign/2020/apr/23/uk-national-gallery-offers-slow-looking-art-lessons-for-lockdown";"artanddesign"
"artanddesign/2020/apr/24/george-condo-parallel-lives";"https://www.theguardian.com/artanddesign/2020/apr/24/george-condo-parallel-lives";"artanddesign"
"australia-news/2020/apr/06/george-pells-bid-for-freedom-high-court-verdict-to-decide-disgraced-cardinals-future";"https://www.theguardian.com/australia-news/2020/apr/06/george-pells-bid-for-freedom-high-court-verdict-to-decide-disgraced-cardinals-future";"australia-news"
"australia-news/2020/apr/07/can-i-get-tested-for-coronavirus-in-australia-a-state-by-state-breakdown";"https://www.theguardian.com/australia-news/2020/apr/07/can-i-get-tested-for-coronavirus-in-australia-a-state-by-state-breakdown";"australia-news"
"australia-news/2020/apr/07/cardinal-george-pell-conviction-quashed-australia-high-court-freed-jail-appeal-upheld";"https://www.theguardian.com/australia-news/2020/apr/07/cardinal-george-pell-conviction-quashed-australia-high-court-freed-jail-appeal-upheld";"australia-news"
"australia-news/2020/apr/07/coronavirus-crisis-has-had-staggering-impact-on-australian-businesses-data-reveals";"https://www.theguardian.com/australia-news/2020/apr/07/coronavirus-crisis-has-had-staggering-impact-on-australian-businesses-data-reveals";"australia-news"
"australia-news/2020/apr/07/george-pells-supporters-will-rage-but-will-rome-join-in-david-marr";"https://www.theguardian.com/australia-news/2020/apr/07/george-pells-supporters-will-rage-but-will-rome-join-in-david-marr";"australia-news"
"australia-news/2020/apr/07/health-workers-going-to-bunnings-to-source-personal-protective-equipment-doctor-tells-qa";"https://www.theguardian.com/australia-news/2020/apr/07/health-workers-going-to-bunnings-to-source-personal-protective-equipment-doctor-tells-qa";"australia-news"
"australia-news/2020/apr/07/lack-of-ppe-forces-aboriginal-health-groups-to-stop-testing-for-coronavirus";"https://www.theguardian.com/australia-news/2020/apr/07/lack-of-ppe-forces-aboriginal-health-groups-to-stop-testing-for-coronavirus";"australia-news"
"australia-news/2020/apr/07/modelling-shows-the-strain-coronavirus-could-put-on-australias-health-system";"https://www.theguardian.com/australia-news/2020/apr/07/modelling-shows-the-strain-coronavirus-could-put-on-australias-health-system";"australia-news"
"australia-news/2020/apr/08/accc-allows-business-competitors-to-work-together-in-coronavirus-war-effort";"https://www.theguardian.com/australia-news/2020/apr/08/accc-allows-business-competitors-to-work-together-in-coronavirus-war-effort";"australia-news"
"australia-news/2020/apr/08/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/08/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/08/mps-pass-130bn-wage-subsidy-as-part-of-australias-road-out-of-coronavirus-crisis";"https://www.theguardian.com/australia-news/2020/apr/08/mps-pass-130bn-wage-subsidy-as-part-of-australias-road-out-of-coronavirus-crisis";"australia-news"
"australia-news/2020/apr/09/australian-government-experts-at-odds-with-health-department-over-using-hydroxychloroquine-to-treat-coronavirus";"https://www.theguardian.com/australia-news/2020/apr/09/australian-government-experts-at-odds-with-health-department-over-using-hydroxychloroquine-to-treat-coronavirus";"australia-news"
"australia-news/2020/apr/09/child-sexual-abuse-victims-should-not-be-put-off-by-george-pell-decision-experts-say";"https://www.theguardian.com/australia-news/2020/apr/09/child-sexual-abuse-victims-should-not-be-put-off-by-george-pell-decision-experts-say";"australia-news"
"australia-news/2020/apr/09/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/09/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/10/queensland-orders-anyone-returning-from-covid-19-hot-spots-in-nsw-to-quarantine-for-14-days";"https://www.theguardian.com/australia-news/2020/apr/10/queensland-orders-anyone-returning-from-covid-19-hot-spots-in-nsw-to-quarantine-for-14-days";"australia-news"
"australia-news/2020/apr/11/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/11/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/12/australian-universities-warn-covid-19-relief-package-not-enough-to-stop-21000-jobs-losses";"https://www.theguardian.com/australia-news/2020/apr/12/australian-universities-warn-covid-19-relief-package-not-enough-to-stop-21000-jobs-losses";"australia-news"
"australia-news/2020/apr/12/rural-australia-is-used-to-isolation-but-covid-19-gives-it-a-whole-new-meaning";"https://www.theguardian.com/australia-news/2020/apr/12/rural-australia-is-used-to-isolation-but-covid-19-gives-it-a-whole-new-meaning";"australia-news"
"australia-news/2020/apr/13/are-schools-open-closed-term-2-australia-coronavirus-easter-holidays";"https://www.theguardian.com/australia-news/2020/apr/13/are-schools-open-closed-term-2-australia-coronavirus-easter-holidays";"australia-news"
"australia-news/2020/apr/13/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/13/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/13/independent-schools-demand-federal-government-withdraws-threat-and-guarantees-vital-funding";"https://www.theguardian.com/australia-news/2020/apr/13/independent-schools-demand-federal-government-withdraws-threat-and-guarantees-vital-funding";"australia-news"
"australia-news/2020/apr/14/a-downward-spiral-coronavirus-spins-australian-universities-into-economic-crisis";"https://www.theguardian.com/australia-news/2020/apr/14/a-downward-spiral-coronavirus-spins-australian-universities-into-economic-crisis";"australia-news"
"australia-news/2020/apr/14/central-queensland-locals-fear-coronavirus-outbreak-from-remote-workers";"https://www.theguardian.com/australia-news/2020/apr/14/central-queensland-locals-fear-coronavirus-outbreak-from-remote-workers";"australia-news"
"australia-news/2020/apr/14/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/14/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/14/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/14/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/14/george-pell-tells-andrew-bolt-the-man-who-testified-against-him-may-have-been-used";"https://www.theguardian.com/australia-news/2020/apr/14/george-pell-tells-andrew-bolt-the-man-who-testified-against-him-may-have-been-used";"australia-news"
"australia-news/2020/apr/14/totally-disrespectful-police-interrupt-funeral-while-enforcing-social-distancing-rules-over-easter-weekend";"https://www.theguardian.com/australia-news/2020/apr/14/totally-disrespectful-police-interrupt-funeral-while-enforcing-social-distancing-rules-over-easter-weekend";"australia-news"
"australia-news/2020/apr/15/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/15/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/15/parents-shouldnt-feel-guilty-sending-children-to-school-australias-education-minister-says";"https://www.theguardian.com/australia-news/2020/apr/15/parents-shouldnt-feel-guilty-sending-children-to-school-australias-education-minister-says";"australia-news"
"australia-news/2020/apr/15/rita-wilson-tells-of-extreme-side-effects-of-experimental-covid-19-drug-chloroquine";"https://www.theguardian.com/australia-news/2020/apr/15/rita-wilson-tells-of-extreme-side-effects-of-experimental-covid-19-drug-chloroquine";"australia-news"
"australia-news/2020/apr/16/australian-government-to-pay-qantas-and-virgin-to-keep-flying";"https://www.theguardian.com/australia-news/2020/apr/16/australian-government-to-pay-qantas-and-virgin-to-keep-flying";"australia-news"
"australia-news/2020/apr/16/coronavirus-vacation-australian-family-recreate-15-hour-holiday-flight-in-living-room";"https://www.theguardian.com/australia-news/2020/apr/16/coronavirus-vacation-australian-family-recreate-15-hour-holiday-flight-in-living-room";"australia-news"
"australia-news/2020/apr/16/court-bans-dunk-island-redeveloper-from-advertising-two-investment-products";"https://www.theguardian.com/australia-news/2020/apr/16/court-bans-dunk-island-redeveloper-from-advertising-two-investment-products";"australia-news"
"australia-news/2020/apr/16/crown-and-star-casinos-outline-survival-strategies-for-coronavirus-shutdowns";"https://www.theguardian.com/australia-news/2020/apr/16/crown-and-star-casinos-outline-survival-strategies-for-coronavirus-shutdowns";"australia-news"
"australia-news/2020/apr/16/environment-groups-ask-government-to-delay-review-of-australias-conservation-laws";"https://www.theguardian.com/australia-news/2020/apr/16/environment-groups-ask-government-to-delay-review-of-australias-conservation-laws";"australia-news"
"australia-news/2020/apr/16/malcolm-turnbull-new-book-memoir-bigger-picture-scott-morrison";"https://www.theguardian.com/australia-news/2020/apr/16/malcolm-turnbull-new-book-memoir-bigger-picture-scott-morrison";"australia-news"
"australia-news/2020/apr/17/australian-university-staff-in-uproar-at-unions-secret-plan-to-negotiate-on-pay-cuts-amid-coronavirus";"https://www.theguardian.com/australia-news/2020/apr/17/australian-university-staff-in-uproar-at-unions-secret-plan-to-negotiate-on-pay-cuts-amid-coronavirus";"australia-news"
"australia-news/2020/apr/17/biloela-family-christmas-island-reprieve-federal-court-case-daughter-denied-procedural-fairness";"https://www.theguardian.com/australia-news/2020/apr/17/biloela-family-christmas-island-reprieve-federal-court-case-daughter-denied-procedural-fairness";"australia-news"
"australia-news/2020/apr/17/call-for-australia-to-ban-payday-lending-until-coronavirus-crisis-ends";"https://www.theguardian.com/australia-news/2020/apr/17/call-for-australia-to-ban-payday-lending-until-coronavirus-crisis-ends";"australia-news"
"australia-news/2020/apr/17/committee-to-review-australias-coronavirus-response-expects-maximum-cooperation";"https://www.theguardian.com/australia-news/2020/apr/17/committee-to-review-australias-coronavirus-response-expects-maximum-cooperation";"australia-news"
"australia-news/2020/apr/17/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/17/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/17/coronavirus-cases-western-sydney-aged-care-facility-double-overnight-anglicare-newmarch-house-nsw";"https://www.theguardian.com/australia-news/2020/apr/17/coronavirus-cases-western-sydney-aged-care-facility-double-overnight-anglicare-newmarch-house-nsw";"australia-news"
"australia-news/2020/apr/17/flight-centre-coronavirus-family-cancellation-fee-disneyland-hotel-refund";"https://www.theguardian.com/australia-news/2020/apr/17/flight-centre-coronavirus-family-cancellation-fee-disneyland-hotel-refund";"australia-news"
"australia-news/2020/apr/17/we-feel-abandoned-international-students-in-australia-facing-coronavirus-alone";"https://www.theguardian.com/australia-news/2020/apr/17/we-feel-abandoned-international-students-in-australia-facing-coronavirus-alone";"australia-news"
"australia-news/2020/apr/18/labor-warns-australia-cannot-afford-to-turn-its-back-on-global-bodies-like-the-world-health-organization";"https://www.theguardian.com/australia-news/2020/apr/18/labor-warns-australia-cannot-afford-to-turn-its-back-on-global-bodies-like-the-world-health-organization";"australia-news"
"australia-news/2020/apr/19/absolute-double-whammy-katy-perry-brought-hope-to-bushfire-hit-region-then-coronavirus-struck";"https://www.theguardian.com/australia-news/2020/apr/19/absolute-double-whammy-katy-perry-brought-hope-to-bushfire-hit-region-then-coronavirus-struck";"australia-news"
"australia-news/2020/apr/19/an-industry-in-crisis-can-australia-afford-to-have-just-one-airline";"https://www.theguardian.com/australia-news/2020/apr/19/an-industry-in-crisis-can-australia-afford-to-have-just-one-airline";"australia-news"
"australia-news/2020/apr/19/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/19/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/19/home-schooling-everyones-finding-their-feet-and-we-need-to-be-gentle-with-each-other";"https://www.theguardian.com/australia-news/2020/apr/19/home-schooling-everyones-finding-their-feet-and-we-need-to-be-gentle-with-each-other";"australia-news"
"australia-news/2020/apr/19/its-like-detective-work-how-australia-traces-coronavirus-contacts";"https://www.theguardian.com/australia-news/2020/apr/19/its-like-detective-work-how-australia-traces-coronavirus-contacts";"australia-news"
"australia-news/2020/apr/20/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/20/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/21/australia-coronavirus-victims-age-names-deaths-covid-19-australian-death-toll";"https://www.theguardian.com/australia-news/2020/apr/21/australia-coronavirus-victims-age-names-deaths-covid-19-australian-death-toll";"australia-news"
"australia-news/2020/apr/21/early-super-release-coronavirus-access-superannuation-covid-19";"https://www.theguardian.com/australia-news/2020/apr/21/early-super-release-coronavirus-access-superannuation-covid-19";"australia-news"
"australia-news/2020/apr/21/elective-surgery-restart-will-allow-government-to-wind-back-support-for-private-hospitals";"https://www.theguardian.com/australia-news/2020/apr/21/elective-surgery-restart-will-allow-government-to-wind-back-support-for-private-hospitals";"australia-news"
"australia-news/2020/apr/21/no-guarantee-coronavirus-vaccine-will-be-found-soon-infectious-disease-expert-tells-qa";"https://www.theguardian.com/australia-news/2020/apr/21/no-guarantee-coronavirus-vaccine-will-be-found-soon-infectious-disease-expert-tells-qa";"australia-news"
"australia-news/2020/apr/21/nsw-students-to-return-to-school-one-day-a-week-from-mid-may";"https://www.theguardian.com/australia-news/2020/apr/21/nsw-students-to-return-to-school-one-day-a-week-from-mid-may";"australia-news"
"australia-news/2020/apr/21/victorians-describe-feeling-intimidated-by-police-enforcing-lockdown-laws";"https://www.theguardian.com/australia-news/2020/apr/21/victorians-describe-feeling-intimidated-by-police-enforcing-lockdown-laws";"australia-news"
"australia-news/2020/apr/22/asylum-seekers-slip-through-australias-coronavirus-safety-net-photo-essay";"https://www.theguardian.com/australia-news/2020/apr/22/asylum-seekers-slip-through-australias-coronavirus-safety-net-photo-essay";"australia-news"
"australia-news/2020/apr/22/fears-australian-military-personnel-will-be-harmed-by-coronavirus-drug-trials";"https://www.theguardian.com/australia-news/2020/apr/22/fears-australian-military-personnel-will-be-harmed-by-coronavirus-drug-trials";"australia-news"
"australia-news/2020/apr/22/ruby-princess-doctor-surprised-passengers-allowed-off-cruise-ship-when-crew-member-had-high-fever";"https://www.theguardian.com/australia-news/2020/apr/22/ruby-princess-doctor-surprised-passengers-allowed-off-cruise-ship-when-crew-member-had-high-fever";"australia-news"
"australia-news/2020/apr/22/sick-refugee-at-risk-of-covid-19-launches-high-court-bid-for-release-from-australian-immigration-detention";"https://www.theguardian.com/australia-news/2020/apr/22/sick-refugee-at-risk-of-covid-19-launches-high-court-bid-for-release-from-australian-immigration-detention";"australia-news"
"australia-news/2020/apr/23/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/23/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/23/government-rules-out-police-having-any-access-to-australian-coronavirus-contact-tracing-app";"https://www.theguardian.com/australia-news/2020/apr/23/government-rules-out-police-having-any-access-to-australian-coronavirus-contact-tracing-app";"australia-news"
"australia-news/2020/apr/24/arnhem-land-coronavirus-lockdown-but-you-can-visit-through-online-concerts";"https://www.theguardian.com/australia-news/2020/apr/24/arnhem-land-coronavirus-lockdown-but-you-can-visit-through-online-concerts";"australia-news"
"australia-news/2020/apr/24/australias-private-health-funds-say-they-will-return-any-abnormal-coronavirus-profits-to-members";"https://www.theguardian.com/australia-news/2020/apr/24/australias-private-health-funds-say-they-will-return-any-abnormal-coronavirus-profits-to-members";"australia-news"
"australia-news/2020/apr/24/coronavirus-australia-latest-at-a-glance";"https://www.theguardian.com/australia-news/2020/apr/24/coronavirus-australia-latest-at-a-glance";"australia-news"
"australia-news/2020/apr/24/northern-territory-accused-of-walking-away-from-moratorium-on-coronavirus-evictions";"https://www.theguardian.com/australia-news/2020/apr/24/northern-territory-accused-of-walking-away-from-moratorium-on-coronavirus-evictions";"australia-news"
"australia-news/2020/apr/25/calls-from-within-coalition-to-keep-higher-jobseeker-rate-after-coronavirus-crisis";"https://www.theguardian.com/australia-news/2020/apr/25/calls-from-within-coalition-to-keep-higher-jobseeker-rate-after-coronavirus-crisis";"australia-news"
"australia-news/2020/apr/25/health-authorities-defend-handling-of-coronavirus-cluster-at-melbourne-psychiatric-facility";"https://www.theguardian.com/australia-news/2020/apr/25/health-authorities-defend-handling-of-coronavirus-cluster-at-melbourne-psychiatric-facility";"australia-news"
"australia-news/2020/apr/26/australias-coronavirus-tracing-app-set-to-launch-today-despite-lingering-privacy-concerns";"https://www.theguardian.com/australia-news/2020/apr/26/australias-coronavirus-tracing-app-set-to-launch-today-despite-lingering-privacy-concerns";"australia-news"
"australia-news/2020/apr/26/australias-coronavirus-tracing-app-set-to-launch-today-despite-lingering-privacy-concerns";"https://www.theguardian.com/australia-news/2020/apr/26/australias-coronavirus-tracing-app-set-to-launch-today-despite-lingering-privacy-concerns";"australia-news"
"australia-news/2020/apr/26/coronavirus-app-will-australians-trust-a-government-with-a-history-of-tech-fails-and-data-breaches";"https://www.theguardian.com/australia-news/2020/apr/26/coronavirus-app-will-australians-trust-a-government-with-a-history-of-tech-fails-and-data-breaches";"australia-news"
"australia-news/2020/apr/26/i-havent-left-my-building-life-gets-harder-for-vulnerable-australians-during-coronavirus-crisis";"https://www.theguardian.com/australia-news/2020/apr/26/i-havent-left-my-building-life-gets-harder-for-vulnerable-australians-during-coronavirus-crisis";"australia-news"
"australia-news/2020/apr/27/australias-aged-care-residents-caught-in-standoff-over-visits-during-coronavirus";"https://www.theguardian.com/australia-news/2020/apr/27/australias-aged-care-residents-caught-in-standoff-over-visits-during-coronavirus";"australia-news"
"australia-news/2020/apr/27/can-i-visit-my-family-parents-coronavirus-australia-lockdown-rules-covid-19-restrictions-nsw-victoria-queensland";"https://www.theguardian.com/australia-news/2020/apr/27/can-i-visit-my-family-parents-coronavirus-australia-lockdown-rules-covid-19-restrictions-nsw-victoria-queensland";"australia-news"
"australia-news/2020/apr/27/covid-safe-app-australian-government-covidsafe-tracing-download-install-ios-app-store-google-play-android-australia-coronavirus-tracking";"https://www.theguardian.com/australia-news/2020/apr/27/covid-safe-app-australian-government-covidsafe-tracing-download-install-ios-app-store-google-play-android-australia-coronavirus-tracking";"world"
"australia-news/2020/apr/27/covid-safe-app-australian-government-covidsafe-tracing-download-install-ios-app-store-google-play-android-australia-coronavirus-tracking";"https://www.theguardian.com/australia-news/2020/apr/27/covid-safe-app-australian-government-covidsafe-tracing-download-install-ios-app-store-google-play-android-australia-coronavirus-tracking";"world"
"australia-news/2020/apr/27/national-australia-bank-nab-launches-35bn-capital-raising-as-earnings-hit-by-coronavirus";"https://www.theguardian.com/australia-news/2020/apr/27/national-australia-bank-nab-launches-35bn-capital-raising-as-earnings-hit-by-coronavirus";"australia-news"
"australia-news/2020/apr/27/spending-the-coronavirus-bonus-i-havent-bought-my-daughter-a-birthday-present-since-2012";"https://www.theguardian.com/australia-news/2020/apr/27/spending-the-coronavirus-bonus-i-havent-bought-my-daughter-a-birthday-present-since-2012";"australia-news"
"australia-news/2020/apr/27/wa-heatwave-brings-record-late-season-temperatures-above-40c-to-pilbara";"https://www.theguardian.com/australia-news/2020/apr/27/wa-heatwave-brings-record-late-season-temperatures-above-40c-to-pilbara";"australia-news"
"australia-news/datablog/ng-interactive/2020/apr/27/coronavirus-australia-numbers-how-many-new-cases-today-maps-deaths-death-toll-covid-19-stats-statistics-graph-map-by-postcode";"https://www.theguardian.com/australia-news/datablog/ng-interactive/2020/apr/27/coronavirus-australia-numbers-how-many-new-cases-today-maps-deaths-death-toll-covid-19-stats-statistics-graph-map-by-postcode";"world"
"australia-news/live/2020/apr/07/cardinal-george-pell-high-court-decision-appeal-latest-verdict-live-news";"https://www.theguardian.com/australia-news/live/2020/apr/07/cardinal-george-pell-high-court-decision-appeal-latest-verdict-live-news";"australia-news"
"australia-news/live/2020/apr/09/australia-coronavirus-update-live-ruby-princess-nsw-victoria-qld-parliament-jobkeeper-packages-latest-news-updates";"https://www.theguardian.com/australia-news/live/2020/apr/09/australia-coronavirus-update-live-ruby-princess-nsw-victoria-qld-parliament-jobkeeper-packages-latest-news-updates";"australia-news"
"australia-news/live/2020/apr/10/australia-coronavirus-update-live-nsw-victoria-qld-jobkeeper-harwin-latest-news-updates";"https://www.theguardian.com/australia-news/live/2020/apr/10/australia-coronavirus-update-live-nsw-victoria-qld-jobkeeper-harwin-latest-news-updates";"australia-news"
"australia-news/live/2020/apr/12/australia-coronavirus-update-cruise-flight-easter-christians-pandemic-politics-scott-morrison-nrl-latest-news";"https://www.theguardian.com/australia-news/live/2020/apr/12/australia-coronavirus-update-cruise-flight-easter-christians-pandemic-politics-scott-morrison-nrl-latest-news";"australia-news"
"australia-news/live/2020/apr/15/australia-coronavirus-live-news-economy-politics-nsw-victoria-queensland-latest-updates";"https://www.theguardian.com/australia-news/live/2020/apr/15/australia-coronavirus-live-news-economy-politics-nsw-victoria-queensland-latest-updates";"australia-news"
"australia-news/live/2020/apr/16/australia-coronavirus-live-updates-nsw-victoria-qld-national-cabinet-schools-latest-news-update";"https://www.theguardian.com/australia-news/live/2020/apr/16/australia-coronavirus-live-updates-nsw-victoria-qld-national-cabinet-schools-latest-news-update";"world"
"australia-news/live/2020/apr/17/australia-coronavirus-live-news-economy-qantas-nsw-victoria-queensland-latest-updates";"https://www.theguardian.com/australia-news/live/2020/apr/17/australia-coronavirus-live-news-economy-qantas-nsw-victoria-queensland-latest-updates";"world"
"australia-news/live/2020/apr/22/australia-coronavirus-live-updates-nsw-victoria-qld-testing-schools-morrison-economy-latest-news-update";"https://www.theguardian.com/australia-news/live/2020/apr/22/australia-coronavirus-live-updates-nsw-victoria-qld-testing-schools-morrison-economy-latest-news-update";"australia-news"
"australia-news/live/2020/apr/23/australia-coronavirus-live-updates-senate-inquiry-government-scott-morrison-nsw-victoria-queensland-ruby-princess-murphy-latest-news";"https://www.theguardian.com/australia-news/live/2020/apr/23/australia-coronavirus-live-updates-senate-inquiry-government-scott-morrison-nsw-victoria-queensland-ruby-princess-murphy-latest-news";"world"
"australia-news/live/2020/apr/24/australia-coronavirus-latest-updates-nsw-victoria-queensland-covid-19-testing-scott-morrison-latest-news";"https://www.theguardian.com/australia-news/live/2020/apr/24/australia-coronavirus-latest-updates-nsw-victoria-queensland-covid-19-testing-scott-morrison-latest-news";"australia-news"
"australia-news/live/2020/apr/26/australia-coronavirus-update-latest-scott-morrison-economy-health-nsw-victoria-queensland-schools-live-news";"https://www.theguardian.com/australia-news/live/2020/apr/26/australia-coronavirus-update-latest-scott-morrison-economy-health-nsw-victoria-queensland-schools-live-news";"australia-news"
"australia-news/live/2020/apr/27/coronavirus-australia-update-latest-wa-nsw-victoria-queensland-politics-scott-morrison-tracing-app-live-news";"https://www.theguardian.com/australia-news/live/2020/apr/27/coronavirus-australia-update-latest-wa-nsw-victoria-queensland-politics-scott-morrison-tracing-app-live-news";"australia-news"
"books/2020/apr/06/poem-of-the-week-easter-by-roisin-kelly";"https://www.theguardian.com/books/2020/apr/06/poem-of-the-week-easter-by-roisin-kelly";"books"
"books/2020/apr/07/abolish-silicon-valley-by-wendy-liu-review-rebooting-our-reality";"https://www.theguardian.com/books/2020/apr/07/abolish-silicon-valley-by-wendy-liu-review-rebooting-our-reality";"books"
"books/2020/apr/07/pride-and-prejudice-mary-pearson-lydia-portrait-discovery-delights-jane-austen-museum";"https://www.theguardian.com/books/2020/apr/07/pride-and-prejudice-mary-pearson-lydia-portrait-discovery-delights-jane-austen-museum";"books"
"books/2020/apr/08/ministry-of-truth-dorian-lynskey-nineteen-eighty-four-orwell-prize-longlist";"https://www.theguardian.com/books/2020/apr/08/ministry-of-truth-dorian-lynskey-nineteen-eighty-four-orwell-prize-longlist";"books"
"books/2020/apr/08/radical-wordsworth-well-kept-secrets-william-wordsworth-review-lives-of-the-poet";"https://www.theguardian.com/books/2020/apr/08/radical-wordsworth-well-kept-secrets-william-wordsworth-review-lives-of-the-poet";"books"
"books/2020/apr/09/apropos-of-nothing-by-woody-allen-review-a-life-and-an-accusation";"https://www.theguardian.com/books/2020/apr/09/apropos-of-nothing-by-woody-allen-review-a-life-and-an-accusation";"books"
